filename,title,feature,role
./help/marketo-measure-and-dynamics/getting-started-with-marketo-measure-and-dynamics/marketo-measure-revenue-workflows-for-dynamics.md,"""[!DNL Marketo Measure] Revenue Workflows for Dynamics""",Microsoft Dynamics,
./help/marketo-measure-and-dynamics/getting-started-with-marketo-measure-and-dynamics/oauth-with-azure-active-directory-for-dynamics-crm.md,OAuth with [!DNL Azure Active Directory] for Dynamics CRM,Microsoft Dynamics,
./help/marketo-measure-and-dynamics/getting-started-with-marketo-measure-and-dynamics/marketo-measure-and-dynamics-taxonomy.md,"""[!DNL Marketo Measure] and Dynamics Taxonomy""",Microsoft Dynamics,
./help/marketo-measure-and-dynamics/dynamics-reporting/stock-reports-and-dashboards-in-dynamics.md,Stock Reports and Dashboards in Dynamics,Microsoft Dynamics,
./help/marketo-measure-and-dynamics/dynamics-reporting/dynamics-campaigns-and-marketing-lists.md,Dynamics Campaigns and Marketing Lists,Microsoft Dynamics,
./help/marketo-measure-and-marketo/marketo-measure-integrations-with-marketo/set-up-marketo-connection.md,Set Up Marketo Connection,Integration,
./help/marketo-measure-and-marketo/marketo-measure-integrations-with-marketo/marketo-engage-activities-integration.md,"""[!DNL Marketo Engage] Activities Integration""",Integration,
./help/marketo-measure-and-marketo/marketo-measure-integrations-with-marketo/marketo-engage-people-integration.md,"""[!DNL Marketo Engage] People Integration""",Integration,
./help/marketo-measure-and-marketo/marketo-measure-integrations-with-marketo/marketo-engage-programs-integration.md,"""[!DNL Marketo Engage] Programs Integration""",Integration,
./help/marketo-measure-salesforce-reporting/new-report-types/creating-custom-marketo-measure-report-types.md,Creating Custom [!DNL Marketo Measure] Report Types,Reporting,
./help/marketo-measure-salesforce-reporting/new-report-types/report-type-for-contacts-without-opportunities.md,Report Type for Contacts Without Opportunities,Reporting,
./help/marketo-measure-salesforce-reporting/marketo-measure-reports/marketo-measure-reporting-guide.md,"""[!DNL Marketo Measure] Reporting Guide""",Reporting,
./help/marketo-measure-salesforce-reporting/marketo-measure-reports/marketo-measure-101-reports-overview.md,"""[!DNL Marketo Measure] 101 Reports Overview""",Reporting,
./help/marketo-measure-salesforce-reporting/marketo-measure-reports/opportunities-by-marketing-channel.md,Opportunities by Marketing Channel,"Channels, Reporting",
./help/marketo-measure-salesforce-reporting/marketo-measure-reports/closed-lost-opportunities-by-marketing-channel.md,Closed Lost Opportunities by Marketing Channel,"Channels, Reporting",
./help/marketo-measure-salesforce-reporting/marketo-measure-reports/leads-with-buyer-touchpoints-report.md,Leads with Buyer Touchpoints Report,"Touchpoints, Reporting",
./help/marketo-measure-salesforce-reporting/marketo-measure-reports/reporting-on-opportunities-with-or-without-buyer-attribution-touchpoints.md,Reporting on Opportunities with or Without Buyer Attribution Touchpoints,"Touchpoints, Attribution, Reporting",
./help/marketo-measure-salesforce-reporting/marketo-measure-reports/duplicate-records-in-my-report.md,Duplicate Records in My Report,Reporting,
./help/marketo-measure-salesforce-reporting/additional-functionality/postlc-touchpoints-and-lead-engagement.md,PostLC Touchpoints and Lead Engagement,Touchpoints,
./help/marketo-measure-salesforce-reporting/additional-functionality/duplicate-records-and-marketo-measure.md,Duplicate Records and [!DNL Marketo Measure],Tracking,
./help/marketo-measure-salesforce-reporting/additional-functionality/salesforce-record-storage-sizes.md,"""[!DNL Salesforce] Record Storage Sizes""",Salesforce,
./help/marketo-measure-salesforce-reporting/additional-functionality/best-practices-for-merging-leads.md,Best Practices for Merging Leads,Tracking,
./help/marketo-measure-salesforce-reporting/additional-functionality/enabling-the-permission-to-edit-converted-leads.md,Enabling the Permission to Edit Converted Leads,Tracking,
./help/marketo-measure-data-warehouse/data-warehouse-access-reader-account.md,Data Warehouse Access – Reader Account,Data Warehouse,
